maps_x,maps_y
31.31630179,121.1536002
31.00749679,121.3159831
31.0814381,121.3496258
30.89634238,121.0849065
30.73021659,121.3583511
30.83183354,121.3631912
31.28331466,121.3043065
31.25152475,121.4510227
31.19614412,121.3160628
31.1549732,121.4248408
31.26470384,121.3981273
31.00223705,121.2228656
30.98538666,121.2257797
30.89630483,121.3540937
31.06125093,121.319188
30.94182338,121.3247212
